probe_id,avg_latency,latency_var,std_latency,skewness,kurtosis,p95_latency,max_latency,failure_rate,label
1000004,139.55382834254505,9.832925157395618,3.1357495367767525,1.1541723363740048,-0.6670722015386623,144.65585603333332,145.7341913333333,0.0048868372197883765,0
1000017,6.964767939714469,0.005804310292055538,0.0761860242567857,1.1392410177872496,-0.6790948590128969,7.164717016666666,7.189833666666666,-0.004546813879206226,0
1000020,1.2787004935873747,0.0009027380271388828,0.03004559913096896,1.0266227663425591,-0.7814622514750531,1.3407541166666666,1.3495056666666665,2.0006319458143462e-05,0
1000036,5.5637887993544215,3.1048699700220554,1.7620641219950128,1.1540907698815215,-0.6671379572242291,7.938264949999998,8.543358,0.0096551877212606,0
1000057,17.65938714112668,0.012669440449520952,0.1125586089533846,0.17985711837137264,-1.7251194348232537,16.34191625,16.35434,0.06610667115053008,1
1000068,17.697589564941584,79.16032726834676,8.897208959462892,1.0095077164002761,-0.7931656539310188,30.41545221666666,32.98289066666667,-0.0008839995510788283,0
1000096,27.987342824086223,0.0071401596353889655,0.08449946529646779,-0.21680207485369726,-1.4319285065783804,27.560820250000003,27.568414,-0.0014439366810479765,0
1000114,10.430546855224108,0.0008539730962986119,0.029222818075925052,0.8645533700543685,-0.8758300307157563,10.283244083333333,10.291127333333334,0.000652065917268076,0
1000125,20.239578856599035,0.3718023340344105,0.6097559626886895,0.2433135639664254,-1.4468611339658883,19.093165983333332,19.184899333333334,0.08080767718566365,1
1000142,27.720698052870244,0.0005349129985763473,0.023128186236199916,-1.0779957956158397,-0.7192516503487161,27.46911928333333,27.470153333333332,-0.007777312898150359,0
1000165,24.47105709082563,0.00011054789080553403,0.010514175707374023,1.1510666560264373,-0.6694958079777518,23.24888828333333,23.25245133333333,0.09139370906437518,1
1000170,9.994011779527442,0.0014368801713541151,0.03790620228081567,0.04850495333214867,-1.1793807597531556,10.1170803,10.123382999999999,-0.0026587581031709707,0
1000182,13.990502470002339,0.005677915992076217,0.07535194750022203,-0.8700337147114884,-0.8282559112541028,13.992956683333333,13.999989333333332,-0.0043984936515107575,0
1000221,14.194633862418353,1.0032054680635765,1.0016014517080016,-0.18617438448547524,-1.5068847598420139,15.113792566666666,15.196319666666666,-0.0045682663847182335,0
1000232,9.902481922483053,0.005298166060805615,0.07278850225691977,-0.11774620375112647,-1.8439819220515494,10.131809583333334,10.132084333333333,0.0036059962836104027,0
1000245,21.504159931349136,0.007955278853465616,0.08919236992851808,-0.6885274832178854,-0.936582564055398,21.22804615,21.237198000000003,-0.0011654003585961272,0
1000260,85.68110888545125,280.84117938525316,16.758316722906663,1.1519720215082254,-0.668718765338697,104.35516849999999,110.084044,0.041634374059179496,1
1000261,21.215309413827523,8.162876326994855,2.85707478498461,-0.26628843906268906,-1.1177250456209884,24.616413683333334,25.011566333333334,-0.009408789879931925,0
1000285,22.878289532841812,0.0028055100323334282,0.052967065543915386,-1.0576166597316685,-0.7311909474896816,22.776002466666668,22.77877666666667,-0.0041415157254420755,0
1000315,21.972834426235977,0.0007132184507221928,0.02670615005428886,0.5468039193453424,-0.9940515948341089,21.85337705,21.859702,-0.004650070500011665,0
1000346,74.43959724515123,12.26261950002085,3.501802321665352,0.6061032326015967,-0.9791078086585787,79.51513931666666,80.36316666666666,-0.008767797657665374,0
1000395,9.498038312864749,0.0011358035372500631,0.03370168448683334,-0.03848155482881455,-1.8078142288968324,9.13744885,9.139404,0.03109512868201449,1
1000484,79.64844191428422,0.015958410502693116,0.12632660251385341,0.8715078832782597,-0.9137763508327565,81.31578658333333,81.34877333333333,-0.009737163817105403,0
1000487,51.43220890599567,3.00415986909662,1.7332512423467696,1.0772927145404099,-0.7178732160677121,53.96302526666666,54.52093966666666,-0.0014179632075688089,1
10005,4.70468005032805,0.0351396453179446,0.187455715618235,-0.5369384609019422,-1.1428663127060539,4.988932500000001,5.004024,0.006787101269952368,0
1000501,6.889715186521401,0.00028402038757638766,0.016852904425540056,0.04437891356168438,-1.0026858831346233,6.8067117999999995,6.8102599999999995,-0.005936226114291805,0
1000503,22.064219992684855,9.106508524252806,3.0176992103675286,0.9918403032389991,-0.8112065977056493,26.17101288333333,27.027908333333333,0.002861566568809459,0
1000504,5.767331742057543,0.00140905206413889,0.03753734226259086,-1.0781105633189558,-0.7270072057459918,5.54864465,5.549665,0.02636668483297901,1
1000536,2.8816728970694725,0.005591390751250022,0.07477560264718715,-0.0474136429656476,-1.845786666910136,3.0161746333333332,3.0196473333333333,-0.006309187779818357,0
1000537,6.360262251083207,0.007548502936249932,0.08688212092398488,-0.6729433867299862,-0.9561701882567823,6.409564199999999,6.4182239999999995,0.006969191374635969,0
1000577,16.945171071328904,1.4137405895209458,1.1890082377851492,0.8768131931508688,-0.834704521470226,18.28325651666667,18.62039366666667,0.0037011268183055335,0
1000581,59.667337561003215,385.7437738910728,19.640360839125965,1.1539914382403178,-0.667213622152599,86.77426854999999,93.515855,0.005747912953961301,0
1000597,1.1543064274912735,0.004356468718944445,0.06600355080557746,0.24590457071375982,-1.5491954743533363,1.1536455833333332,1.1628183333333333,0.06092354139021074,1
1000612,1.227210039247001,0.009522866834798615,0.09758517733138888,0.046977530464276974,-1.4122588089947021,1.3440996166666668,1.3570646666666668,-0.0037703844617037506,0
1000613,5.181720005769132,0.0006523168879166596,0.025540495060132635,0.30413218345687615,-1.350981605718735,5.295391216666666,5.299668666666666,-0.00039676799320436697,0
1000620,32.30521239371506,0.00285006960546512,0.053386043171086583,-0.023475475123172024,-1.786354149586683,32.269308683333335,32.272837333333335,-0.0022377602660676585,0
1000628,70.47157604346307,1538.5603316087258,39.22448637788296,0.8483397608286539,-0.9625309633527106,124.20145509999998,134.080759,0.00659364168014284,0
1000632,54.15715627007595,2.4805237793049164,1.5749678661182,-0.0015876815869492185,-1.9723281560380077,52.98735888333333,53.02526233333333,0.0805781967388631,1
1000673,68.67754315559212,0.004490460638889133,0.06701089940367264,-1.1124855375164573,-0.7021255276022385,69.37900023333334,69.37947233333334,0.0070184396990564165,0
1000701,36.77625825422233,1.9369419877086305,1.3917406323408936,-1.1514611867207865,-0.6691355289634742,36.98015243333334,36.990861333333335,0.07250303809398258,1
1000707,147.67531484242892,0.0012204788246878732,0.03493535207619745,0.4110827861496034,-1.398531083810204,145.69645626666667,145.70244366666668,-0.007372827457488589,0
1000727,30.694449441238348,0.000334186234465335,0.01828076132072554,-6.86063889952587e-05,-1.98757150561947,30.411548616666668,30.41185366666667,0.001256207789222247,0
1000766,32.525528491412196,0.08468051778855405,0.29099917145681714,0.5268300515208466,-1.0290637903606505,32.286328266666665,32.35285066666666,0.0541434931676095,1
1000773,18.473037167303975,1.046014514622021,1.022748509958348,0.48297743536151805,-0.9479477602001989,20.167219766666665,20.429452666666666,-0.0008387606830667863,0
