node_id,epoch,accuracy,false_positive_rate,false_negative_rate,avg_rt_error,max_rt_error,peer_agreement_rate,historical_accuracy,accuracy_std_dev,report_consistency,sudden_change_score,ssl_accuracy,uptime_deviation,rt_consistency,is_malicious
3,462,0.6666666666666666,0.0,0.5,0.110114475718519,0.1873487159621457,1.0,0.4545454545454545,0.2142747821777416,0.0,0.0,0.7331704496796165,0.3333333333333333,0.3171260026196869,0
11,352,0.6666666666666666,0.0,0.5,0.2679865989724693,0.4268098173402074,0.3333333333333333,0.3636363636363636,0.2641756935479196,0.0,0.0,0.9175675314472372,0.3333333333333333,0.3142371855407623,0
14,216,0.0,0.0,1.0,0.3327084541324992,0.5240518341480869,0.6666666666666666,0.3636363636363636,0.2641756935479196,0.3333333333333333,0.4,0.5363001748444163,1.0,0.9532653242298602,1
13,129,0.0,0.0,1.0,1.391495181920833,2.0238854224824885,0.0,0.0303030303030303,0.0958265957626781,0.6666666666666666,0.0333333333333333,0.4603523782784788,1.0,0.9031330079696268,1
11,231,0.6666666666666666,0.0,0.3333333333333333,0.0946301995900076,0.1691210894969134,0.3333333333333333,0.6060606060606061,0.1916531915253563,1.0,0.0,0.7119138862530855,0.3333333333333333,0.9865359304202964,0
12,245,0.6666666666666666,0.0,0.3333333333333333,0.0900822029836533,0.1742615702476921,0.3333333333333333,0.3939393939393939,0.2386062992124791,0.3333333333333333,0.0,0.8143649604011028,0.3333333333333333,0.983537377119776,0
19,169,0.3333333333333333,0.0,0.6666666666666666,0.299435715981434,0.4829702751226796,0.6666666666666666,0.5757575757575757,0.3206971286138897,0.3333333333333333,0.2666666666666666,0.9655657374086526,0.6666666666666667,0.9558982219691669,0
15,64,0.6666666666666666,0.0,0.3333333333333333,0.2060808735291402,0.4132897901802005,0.0,0.5151515151515151,0.2185182591190296,0.6666666666666666,0.0,0.8350852837313191,0.3333333333333333,0.9573018683917144,0
11,442,0.3333333333333333,0.0,0.6666666666666666,0.1325101441678431,0.2564451743651253,0.0,0.4545454545454545,0.3559800037718403,0.3333333333333333,0.1333333333333333,0.7681380563340361,0.6666666666666667,0.9791963989045792,0
13,19,0.0,1.0,1.0,0.8918546271069535,1.2711673234579168,0.0,0.2121212121212121,0.3559800037718403,1.0,0.2333333333333333,0.8092741422446853,0.3333333333333333,0.2344808822275077,1
9,250,0.3333333333333333,0.0,0.6666666666666666,0.1993670714844448,0.4303578780839634,0.6666666666666666,0.3333333333333333,0.2842676218074806,0.6666666666666666,0.0,0.8559816632948187,0.6666666666666667,0.9672642708110296,0
1,318,0.0,0.0,1.0,0.2810932116085082,0.3958403347432722,0.6666666666666666,0.5757575757575757,0.2498851894313733,0.3333333333333333,0.6333333333333333,0.8184844754901219,1.0,0.9445447758771338,0
0,245,0.3333333333333333,0.0,0.6666666666666666,0.1572439753908394,0.3158820284690248,0.6666666666666666,0.4242424242424242,0.3507829364481886,0.6666666666666666,0.0999999999999999,0.8065753487406305,0.6666666666666667,0.9696150915838334,0
8,97,0.6666666666666666,0.0,0.3333333333333333,0.2693962902708254,0.4614696189120681,0.6666666666666666,0.4848484848484848,0.260676523243716,0.6666666666666666,0.0,0.921521046214996,0.3333333333333333,0.9423368703553132,0
14,397,0.3333333333333333,0.0,0.6666666666666666,0.2833087275423817,0.584993722476765,1.0,0.5151515151515151,0.2969078476100822,0.6666666666666666,0.2,0.7710399303326876,0.6666666666666667,0.9564762027936816,1
19,298,0.6666666666666666,0.0,0.3333333333333333,0.1626505630468337,0.2162673325385992,1.0,0.5151515151515151,0.260676523243716,0.6666666666666666,0.0,0.9228995323436986,0.3333333333333333,0.987819806558121,0
2,166,1.0,0.0,0.0,0.0278755275628153,0.0660340364310286,0.0,0.5151515151515151,0.3291751664000065,0.0,0.0,0.7382823641314634,0.0,0.992927802495854,0
9,22,0.6666666666666666,0.0,0.5,0.2942108839429118,0.3932883400978093,0.3333333333333333,0.5151515151515151,0.385694607919935,0.6666666666666666,0.0,0.926772739659372,0.3333333333333333,0.2399935817498745,0
4,249,0.6666666666666666,0.0,0.3333333333333333,0.0704229847238617,0.1171559976116314,0.6666666666666666,0.5151515151515151,0.260676523243716,0.6666666666666666,0.0,0.7665875758354354,0.3333333333333333,0.9841998292150316,0
